"productName","inQuantity","outQuantity","total","wh_pd_ID","stockTake"
"Lemon 2nd",0,0,200,"443",200
"Lemon good",0,0,200,"441",200
"Lemon pre-pack",0,0,200,"442",200
"Lemongrass",0,0,200,"705",200
"Lettuce",0,0,200,"454",200
"Lettuce mix 250g",0,0,200,"457",200
"Lettuce trio",0,0,200,"456",200
"Lime",0,0,200,"445",200
"Lime Kaffir",0,0,200,"446",200
"Lime Leaf",0,0,200,"713",200
"Lime pkt",0,0,200,"444",200
"Longan",0,0,200,"509",200
"Lotus Root",0,0,200,"430",200
"Luffa (India)",0,0,200,"435",200
"Lychees",0,0,200,"510",200
"Mandarin Afourer",0,0,200,"535",200
"Mandarin Afourer Pkt",0,0,200,"536",200
"Mandarin Amigo",0,0,200,"538",200
"Mandarin Clementine",0,0,200,"532",200
"Mandarin Daisy",0,0,200,"529",200
"Mandarin Egypt",0,0,200,"528",200
"Mandarin Hickson",0,0,200,"537",200
"Mandarin Imperial",0,0,200,"530",200
"Mandarin Pre-pack",0,0,200,"539",200
"Mango bulk",0,0,200,"521",200
"Mango green",0,0,200,"513",200
"Mango Ken",0,0,200,"516",200
"Mango Ken 23",0,0,200,"517",200
"Mango Ken 25",0,0,200,"518",200
"Mango Mexico",0,0,200,"514",200
"Mango Mexico Yellow",0,0,200,"515",200
"Mango R2E2",0,0,200,"520",200
"Mangosteen",0,0,200,"522",200
"Mesculin mix",0,0,200,"737",200
"Mint",0,0,200,"702",200
"mixed goumet",0,0,200,"720",200
"Mong toi",0,0,200,"712",200
"Murcott mandarin",0,0,200,"533",200
"Mushrooms",0,0,200,"464",200
"Mushrooms field",0,0,200,"466",200
"Mushrooms punnet",0,0,200,"465",200
"Nashi pear",0,0,200,"597",200
"Nashi pear No2",0,0,200,"598",200
"Nashi pear pkt",0,0,200,"599",200
"Nectarines sale",0,0,200,"540",200
"Nectarines white",0,0,200,"541",200
"Nectarines white pkt",0,0,200,"542",200
"Nectarines yellow",0,0,200,"543",200
"Nectarines yellow pkt",0,0,200,"544",200
"Ngo gai",0,0,200,"707",200
"Ngo om",0,0,200,"708",200
"Okra baby",0,0,200,"653",200
"Onion Flower",0,0,200,"725",200
"Onion pickle",0,0,200,"647",200
"Onion red 10 kg",0,0,200,"645",200
"onion red 1kg",0,0,200,"646",200
"Onion red 2 kg",0,0,200,"644",200
"Onion salad red",0,0,200,"652",200
"Onion salad white",0,0,200,"651",200
"Onion white 10 kg",0,0,200,"649",200
"Onion white 20 kg",0,0,200,"648",200
"Onion white 5 kg",0,0,200,"650",200
"Orange 2 kg",0,0,200,"657",200
"Orange 3kg",0,0,200,"658",200
"Orange box",0,0,200,"655",200
"Orange Cara Bins",0,0,200,"660",200
"Orange cara box",0,0,200,"659",200
"Orange Navel",0,0,200,"654",200
"Orange Sales",0,0,200,"656",200
"oyster 100g",0,0,200,"718",200
"Pandan leaf",0,0,200,"727",200
"Papaya",0,0,200,"551",200
"Paprika green",0,0,200,"467",200
"Paprika red",0,0,200,"468",200
"Paprika yellow",0,0,200,"469",200
"Parsley",0,0,200,"471",200
"Parsley Italian",0,0,200,"470",200
"Parsnips",0,0,200,"472",200
"Passion fruit",0,0,200,"523",200
"Paw paw green",0,0,200,"552",200
"Peaches Donut",0,0,200,"549",200
"Peaches Gold",0,0,200,"548",200
"Peaches white",0,0,200,"546",200
"Peaches white NO1",0,0,200,"545",200
"Peaches yellow",0,0,200,"547",200
"Pear barlet",0,0,200,"589",200
"Pear bosc",0,0,200,"590",200
"Pear cocktail",0,0,200,"591",200
"Pear Corella",0,0,200,"595",200
"Pear josephine",0,0,200,"592",200
"Pear kosui",0,0,200,"588",200
"Pear packham",0,0,200,"585",200
"Pear Packham Pkt",0,0,200,"586",200
"Pear Precose",0,0,200,"593",200
"Pear Red",0,0,200,"596",200
"Pear Yaly",0,0,200,"587",200
"Pineapples leaf",0,0,200,"553",200
"Pineapples sugar",0,0,200,"554",200
"Pink lady good",0,0,200,"578",200
"Pink lady PKT",0,0,200,"579",200
"Plum August Candy",0,0,200,"617",200
"Plum Bella",0,0,200,"602",200
"Plum Black Amber",0,0,200,"601",200
"Plum Dappe Danny",0,0,200,"612",200
"Plum Flavour fall",0,0,200,"616",200
"Plum Fortune",0,0,200,"613",200
"Plum Kelsey",0,0,200,"610",200
"Plum Mid Red",0,0,200,"615",200
"Plum Midnight",0,0,200,"614",200
"Plum October",0,0,200,"608",200
"Plum Primetime",0,0,200,"609",200
"Plum Seria",0,0,200,"600",200
"Plum Sunrise",0,0,200,"611",200
"Plum Tegan Blue",0,0,200,"606",200
"Plum tegan blue pkt",0,0,200,"607",200
"Pok choy",0,0,200,"699",200
"Pomegranates",0,0,200,"555",200
"Pomelo",0,0,200,"524",200
"Potato 15kg",0,0,200,"662",200
"Potatoes 10kg gourmet",0,0,200,"663",200
"Potatoes 10kg select",0,0,200,"664",200
"Potatoes 16kg",0,0,200,"661",200
"Potatoes 20kg GM",0,0,200,"669",200
"Potatoes 20kg RB",0,0,200,"670",200
"Potatoes 20kg SL",0,0,200,"671",200
"Potatoes 4kg Blue",0,0,200,"665",200
"Potatoes 4kg Purple",0,0,200,"666",200
"Potatoes 4kg Red",0,0,200,"667",200
"Potatoes 4kg Yellow",0,0,200,"668",200
"Precose lunch box",0,0,200,"594",200
"Prune",0,0,200,"556",200
"Pumpkin butter",0,0,200,"676",200
"Pumpkin gold",0,0,200,"678",200
"Pumpkin japanese",0,0,200,"677",200
"Purple yam",0,0,200,"743",200
"Radichio",0,0,200,"451",200
"Rambutan",0,0,200,"525",200
"Rau dang kg",0,0,200,"732",200
"Rau den",0,0,200,"704",200
"Rau ram",0,0,200,"709",200
"Red Grapefruit",0,0,200,"624",200
"Red radish",0,0,200,"479",200
"Rhubarb",0,0,200,"473",200
"Robi gold Apple",0,0,200,"581",200
"Rock melon",0,0,200,"557",200
"Rocket",0,0,200,"461",200
"Runner bean",0,0,200,"474",200
"Sapoche",0,0,200,"714",200
"Shallots 10 kg",0,0,200,"639",200
"Shallots 5kg",0,0,200,"638",200
"shiitake",0,0,200,"719",200
"Silver beet",0,0,200,"393",200
"Snake beans",0,0,200,"433",200
"Snakekoil",0,0,200,"437",200
"Snow pea",0,0,200,"475",200
"Snow pea sprouts",0,0,200,"476",200
"Soup pack",0,0,200,"477",200
"Spring onion",0,0,200,"394",200
"Squash",0,0,200,"458",200
"Star fruit",0,0,200,"744",200
"Strawberry 250g",0,0,200,"558",200
"Strawberry 500g",0,0,200,"559",200
"Stringless beans",0,0,200,"434",200
"Sugar snap",0,0,200,"736",200
"Sundowners",0,0,200,"576",200
"Sundowners sales",0,0,200,"577",200
"Swedes",0,0,200,"478",200
"Sweet potato purple",0,0,200,"672",200
"Sweet potato red",0,0,200,"673",200
"Sweet potato white",0,0,200,"674",200
"Tangelo",0,0,200,"534",200
"Taro",0,0,200,"723",200
"Taro Jap (Khoai So)",0,0,200,"722",200
"Thai basil",0,0,200,"463",200
"Thai eggplant",0,0,200,"427",200
"Tia to",0,0,200,"711",200
"Tomato Cherry box",0,0,200,"487",200
"Tomato No2",0,0,200,"482",200
"Tomato Roma",0,0,200,"483",200
"Tomato Roma PKT",0,0,200,"484",200
"Tomatoes Cherry",0,0,200,"485",200
"Tomatoes Grape",0,0,200,"486",200
"Tomatoes pkt",0,0,200,"480",200
"Tomatoes Truss",0,0,200,"488",200
"Tomatoes  No1",0,0,200,"481",200
"Turmeric bag",0,0,200,"489",200
"Turnip",0,0,200,"490",200
"Water Cress",0,0,200,"735",200
"Water Spinach",0,0,200,"703",200
"Watermelons seeded",0,0,200,"680",200
"Watermelons seedless",0,0,200,"679",200
"White Dome",0,0,200,"623",200
"White Pok choy",0,0,200,"700",200
"White radish",0,0,200,"491",200
"Winter melon cut",0,0,200,"493",200
"Winters melon",0,0,200,"492",200
"Yam (Khoai Mo)",0,0,200,"675",200
"Yellow Chilli",0,0,200,"413",200
"Yellow Grapefruit",0,0,200,"625",200
"Zucchini",0,0,200,"494",200
