"shopProductID","productID","shopID","stockTake","productName","price"
68,91,1,1,"Leek",1
69,92,1,1,"Lemon good",1
70,93,1,1,"Lemon pre-pack",1
71,94,1,1,"Lemon 2nd",1
72,95,1,1,"Lime pkt",1
73,96,1,1,"Lime",1
74,97,1,1,"Lime Kaffir",1
75,98,1,1,"Festival green",1
76,99,1,1,"Festival red",1
77,100,1,1,"Coral red",1
78,101,1,1,"Coral green",1
79,102,1,1,"Radichio",1
80,103,1,1,"Chicory",1
81,104,1,1,"Cos lettuce",1
82,105,1,1,"Lettuce",1
83,106,1,1,"Butter Lectuce",1
84,107,1,1,"Lettuce trio",1
85,108,1,1,"Lettuce mix 250g",1
86,109,1,1,"Squash",1
87,110,1,1,"Baby cos",1
88,111,1,1,"Baby spinach",1
89,112,1,1,"Rocket",1
90,113,1,1,"Italian basil",1
91,114,1,1,"Thai basil",1
92,115,1,1,"Mushrooms",1
93,116,1,1,"Mushrooms punnet",1
94,117,1,1,"Mushrooms field",1
95,118,1,1,"Paprika green",1
96,119,1,1,"Paprika red",1
97,120,1,1,"Paprika yellow",1
98,121,1,1,"Parsley Italian",1
99,122,1,1,"Parsley",1
100,123,1,1,"Parsnips",1
101,124,1,1,"Rhubarb",1
102,125,1,1,"Runner bean",1
103,126,1,1,"Snow pea",1
104,127,1,1,"Snow pea sprouts",1
105,128,1,1,"Soup pack",1
106,129,1,1,"Swedes",1
107,130,1,1,"Red radish",1
108,131,1,1,"Tomatoes pkt",1
109,132,1,1,"Tomatoes  No1",1
110,133,1,1,"Tomato No2",1
111,134,1,1,"Tomato Roma",1
112,135,1,1,"Tomato Roma PKT",1
113,136,1,1,"Tomatoes Cherry",1
114,137,1,1,"Tomatoes Grape",1
115,138,1,1,"Tomato Cherry box",1
116,139,1,1,"Tomatoes Truss",1
117,140,1,1,"Turmeric bag",1
118,141,1,1,"Turnip",1
119,142,1,1,"White radish",1
120,143,1,1,"Winters melon",1
121,144,1,1,"Winter melon cut",1
122,145,1,1,"Zucchini",1
123,146,1,1,"Apricot No1",1
124,147,1,1,"Apricot Med",1
125,148,1,1,"Apricot in box",1
126,149,1,1,"Avocado tray",1
127,150,1,1,"Avocado box",1
128,151,1,1,"Custard Apple",1
129,152,1,1,"Fresh coconut",1
130,153,1,1,"Dried coconut",1
131,154,1,1,"Cusan",1
132,155,1,1,"Cherry 5kg",1
133,156,1,1,"Cherry 2kg",1
134,157,1,1,"Cherry U.S 10 Lb",1
135,158,1,1,"Cherry U.S 20 Lb",1
136,159,1,1,"Durian",1
137,160,1,1,"Longan",1
138,161,1,1,"Lychees",1
139,162,1,1,"Fuju persimmon",1
140,163,1,1,"Fuju persimmon loose",1
141,164,1,1,"Mango green",1
142,165,1,1,"Mango Mexico",1
143,166,1,1,"Mango Mexico Yellow",1
144,167,1,1,"Mango Ken",1
145,168,1,1,"Mango Ken 23",1
146,169,1,1,"Mango Ken 25",1
147,170,1,1,"Mango R2E2",1
148,171,1,1,"Mango R2E2",1
149,172,1,1,"Mango bulk",1
150,173,1,1,"Mangosteen",1
151,174,1,1,"Passion fruit",1
152,175,1,1,"Pomelo",1
153,176,1,1,"Rambutan",1
154,177,1,1,"Honey dew",1
155,178,1,1,"Honey dew gold",1
156,179,1,1,"Mandarin Egypt",1
157,180,1,1,"Mandarin Daisy",1
158,181,1,1,"Mandarin Imperial",1
159,182,1,1,"Imperial Pkt",1
160,183,1,1,"Mandarin Clementine",1
161,184,1,1,"Murcott mandarin",1
162,185,1,1,"Tangelo",1
163,186,1,1,"Mandarin Afourer",1
164,187,1,1,"Mandarin Afourer Pkt",1
165,188,1,1,"Mandarin Hickson",1
166,189,1,1,"Mandarin Amigo",1
167,190,1,1,"Mandarin Pre-pack",1
168,191,1,1,"Nectarines sale",1
169,192,1,1,"Nectarines white",1
170,193,1,1,"Nectarines white pkt",1
171,194,1,1,"Nectarines yellow",1
172,195,1,1,"Nectarines yellow pkt",1
173,196,1,1,"Peaches white NO1",1
174,197,1,1,"Peaches white",1
175,198,1,1,"Peaches yellow",1
176,199,1,1,"Peaches Gold",1
177,200,1,1,"Peaches Donut",1
178,201,1,1,"Blueberry",1
179,202,1,1,"Papaya",1
180,203,1,1,"Paw paw green",1
181,204,1,1,"Pineapples leaf",1
182,205,1,1,"Pineapples sugar",1
183,206,1,1,"Pomegranates",1
184,207,1,1,"Prune",1
185,208,1,1,"Rock melon",1
186,209,1,1,"Strawberry 250g",1
187,210,1,1,"Strawberry 500g",1
188,211,1,1,"Fuji good",1
189,212,1,1,"Fuji sale",1
190,213,1,1,"Kanzi",1
191,214,1,1,"Gala good",1
192,215,1,1,"Gala Sale",1
193,216,1,1,"Gala sale bin",1
194,217,1,1,"Gala 6 pkt",1
195,218,1,1,"Gala lunchbox 1kg",1
196,219,1,1,"Golden delicious",1
197,220,1,1,"Granny Smith",1
198,221,1,1,"Granny Smith pkt",1
199,222,1,1,"Early Gold Apple",1
200,223,1,1,"Hi Early",1
201,224,1,1,"Hi Early pkt",1
202,225,1,1,"Firm gold apple",1
203,226,1,1,"Lady William",1
204,227,1,1,"Sundowners",1
205,228,1,1,"Sundowners sales",1
206,229,1,1,"Pink lady good",1
207,230,1,1,"Pink lady PKT",1
208,231,1,1,"Jazz Apple",1
209,232,1,1,"Robi gold Apple",1
210,233,1,1,"Kiwi",1
211,234,1,1,"Kiwi Tray",1
212,235,1,1,"Kiwi gold",1
213,236,1,1,"Pear packham",1
214,237,1,1,"Pear Packham Pkt",1
215,238,1,1,"Pear Yaly",1
216,239,1,1,"Pear kosui",1
217,240,1,1,"Pear barlet",1
218,241,1,1,"Pear bosc",1
219,242,1,1,"Pear cocktail",1
220,243,1,1,"Pear josephine",1
221,244,1,1,"Pear Precose",1
222,245,1,1,"Precose lunch box",1
223,246,1,1,"Pear Corella",1
224,247,1,1,"Pear Red",1
225,248,1,1,"Nashi pear",1
226,249,1,1,"Nashi pear No2",1
227,250,1,1,"Nashi pear pkt",1
228,251,1,1,"Plum Seria",1
229,252,1,1,"Plum Black Amber",1
230,253,1,1,"Plum Bella",1
231,254,1,1,"Plum Sunrise",1
232,255,1,1,"Amber jewel No1",1
233,256,1,1,"Amber Jewel pkt",1
234,257,1,1,"Plum Tegan Blue",1
235,258,1,1,"Plum tegan blue pkt",1
236,259,1,1,"Plum October",1
237,260,1,1,"Plum Primetime",1
238,261,1,1,"Plum Kelsey",1
239,262,1,1,"Plum Sunrise",1
240,263,1,1,"Plum Dappe Danny",1
241,264,1,1,"Plum Fortune",1
242,265,1,1,"Plum Midnight",1
243,266,1,1,"Plum Mid Red",1
244,267,1,1,"Plum Flavour fall",1
245,268,1,1,"Plum August Candy",1
246,269,1,1,"Guava",1
247,270,1,1,"Grape Black",1
248,271,1,1,"Grape red seedless",1
249,272,1,1,"Grape red globe",1
250,273,1,1,"Grape white seedless",1
251,274,1,1,"White Dome",1
252,275,1,1,"Red Grapefruit",1
253,276,1,1,"Yellow Grapefruit",1
254,277,1,1,"Grapefruit Pomelo",1
255,278,1,1,"Banana",1
256,279,1,1,"Banana Green",1
257,280,1,1,"Banana carnarvon",1
258,281,1,1,"Banana Pack",1
259,282,1,1,"Banana l/finger",1
260,283,1,1,"Banana Monkey",1
261,284,1,1,"Banana  Sticky",1
262,285,1,1,"Garlic 500g",1
263,286,1,1,"Garlic peel 500g",1
264,287,1,1,"Garlic local",1
265,288,1,1,"Garlic Chives",1
266,289,1,1,"Shallots 5kg",1
267,290,1,1,"Shallots 10 kg",1
268,291,1,1,"Brown onion 10kg",1
269,292,1,1,"Brown onion 20kg",1
270,293,1,1,"Brown onion 2kg",1
271,294,1,1,"Brown onion loose",1
272,295,1,1,"Onion red 2 kg",1
273,296,1,1,"Onion red 10 kg",1
274,297,1,1,"onion red 1kg",1
275,298,1,1,"Onion pickle",1
276,299,1,1,"Onion white 20 kg",1
277,300,1,1,"Onion white 10 kg",1
278,301,1,1,"Onion white 5 kg",1
279,302,1,1,"Onion salad white",1
280,303,1,1,"Onion salad red",1
281,304,1,1,"Okra baby",1
282,305,1,1,"Orange Navel",1
283,306,1,1,"Orange box",1
284,307,1,1,"Orange Sales",1
285,308,1,1,"Orange 2 kg",1
286,309,1,1,"Orange 3kg",1
287,310,1,1,"Orange cara box",1
288,311,1,1,"Orange Cara Bins",1
289,312,1,1,"Potatoes 16kg",1
290,313,1,1,"Potato 15kg",1
291,314,1,1,"Potatoes 10kg gourmet",1
292,315,1,1,"Potatoes 10kg select",1
293,316,1,1,"Potatoes 4kg Blue",1
294,317,1,1,"Potatoes 4kg Purple",1
295,318,1,1,"Potatoes 4kg Red",1
296,319,1,1,"Potatoes 4kg Yellow",1
297,320,1,1,"Potatoes 20kg GM",1
298,321,1,1,"Potatoes 20kg RB",1
299,322,1,1,"Potatoes 20kg SL",1
300,323,1,1,"Sweet potato purple",1
301,324,1,1,"Sweet potato red",1
302,325,1,1,"Sweet potato white",1
303,326,1,1,"Yam (Khoai Mo)",1
304,327,1,1,"Pumpkin butter",1
305,328,1,1,"Pumpkin japanese",1
306,329,1,1,"Pumpkin gold",1
307,330,1,1,"Watermelons seedless",1
308,331,1,1,"Watermelons seeded",1
309,332,1,1,"Eggs 600g",1
310,333,1,1,"Eggs 700g",1
311,334,1,1,"Eggs 850g",1
312,335,1,1,"Eggs WR 600g",1
313,336,1,1,"Eggs WR 700g",1
314,337,1,1,"Eggs GE 500g",1
315,338,1,1,"Eggs GE 600g",1
316,339,1,1,"Eggs GE 700g",1
317,340,1,1,"Eggs Loose",1
318,341,1,1,"Free range 600g",1
319,342,1,1,"Free range 700g",1
320,343,1,1,"Free range 800g",1
321,344,1,1,"Kale",1
322,345,1,1,"English spinach",1
323,346,1,1,"Choysum big",1
324,347,1,1,"Choysum small",1
325,348,1,1,"Kailan",1
326,349,1,1,"Kai choy",1
327,350,1,1,"Pok choy",1
328,351,1,1,"White Pok choy",1
329,352,1,1,"Coriander",1
330,353,1,1,"Mint",1
331,354,1,1,"Water Spinach",1
332,355,1,1,"Rau den",1
333,356,1,1,"Lemongrass",1
334,357,1,1,"Kohlrabi",1
335,358,1,1,"Ngo gai",1
336,359,1,1,"Ngo om",1
337,360,1,1,"Rau ram",1
338,361,1,1,"Dap ca",1
339,362,1,1,"Tia to",1
340,363,1,1,"Mong toi",1
341,364,1,1,"Lime Leaf",1
342,365,1,1,"Sapoche",1
343,366,1,1,"Enoki 200g",1
344,367,1,1,"Enoki 330g",1
345,368,1,1,"King Oyster",1
346,369,1,1,"oyster 100g",1
347,370,1,1,"shiitake",1
348,371,1,1,"mixed goumet",1
349,372,1,1,"Dragon Fruit",1
350,373,1,1,"Taro Jap (Khoai So)",1
351,374,1,1,"Taro",1
352,375,1,1,"Garlic Shoot",1
353,376,1,1,"Onion Flower",1
354,377,1,1,"Chive (He )kg",1
355,378,1,1,"Pandan leaf",1
356,379,1,1,"La Lot",1
357,380,1,1,"Hanh huong Kg",1
358,381,1,1,"Bac ha kg",1
359,382,1,1,"Kinh gioi Kg",1
360,383,1,1,"Rau dang kg",1
361,384,1,1,"Dot lang Kg",1
362,385,1,1,"Gala 1.5 kg",1
363,386,1,1,"Water Cress",1
364,387,1,1,"Sugar snap",1
365,388,1,1,"Mesculin mix",1
366,389,1,1,"Baby spinach in bag",1
367,390,1,1,"Dates 250g",1
368,391,1,1,"Dates 5kg",1
369,392,1,1,"Dot Dau",1
370,393,1,1,"Bong He",1
371,394,1,1,"Purple yam",1
372,395,1,1,"Star fruit",1
2233,396,1,0,"1233",1
2234,397,1,0,"123",123
